121,90784.1
25,1996.7
170,3546.9
299,1439.5
423,2802.9
277,3399.0
455,5598.3
130,40650.2
306,3152.9
219,6060.7
176,8260.8
403,3360.0
304,70047.8
164,6075.5
38,750.9
406,73390.7
446,7448.8
451,5600.4
411,3555.5
358,6489.1
260,9993.1
169,6191.1
17,7828.2
452,1684.8
330,2309.8
345,47309.6
213,19854.9
259,4089.1
457,3257.4
9,6671.3
147,60451.2
251,6790.3
108,1864.5
356,4275.9
382,2379.7
442,71952.0
215,2510.2
265,7912.9
15,4374.4
82,6788.3
86,1858.3
498,6869.1
361,76700.4
346,4036.1
223,7685.2
58,3582.2
79,5327.6
488,7191.7
377,7046.1
342,9286.1
154,4695.8
66,3752.3
391,55.4
48,3627.5
34,3026.7
490,8479.6
216,21647.5
140,36470.0
120,211.6
266,6190.3
166,2329.5
35,3682.0
335,3186.0
236,3172.7
217,2460.5
158,5943.2
257,4933.0
205,3578.7
206,6610.0
380,2788.1
310,3555.3
489,3389.0
464,7609.0
497,2012.0
392,5212.7
30,6101.0
93,2707.2
83,3541.7
287,5326.7
275,9071.4
276,7110.9
188,5106.8
469,8677.1
70,6474.0
343,70858.5
341,6079.2
226,8084.1
334,8678.7
445,1710.2
90,3906.0
16,2542.3
388,5822.7
302,3394.9
13,5247.9
209,28862.0
336,2882.3
322,68640.0
141,1386.9
333,6390.9
486,3474.7
483,2684.0
7,90822.1
252,60042.1
416,745.9
459,87530.0
194,6187.8
316,3211.9
401,5990.7
150,63510.0
99,4758.0
156,7760.9
160,6719.0
305,75344.9
175,2810.8
420,90999.1
435,7095.5
78,8875.0
438,5314.0
250,2770.4
434,12280.0
177,3287.4
119,7388.0
139,3124.2
22,6845.1
491,14124.0
151,2790.8
291,7904.9
37,51.1
482,14578.2
98,7539.7
364,654.0
379,8147.5
61,5393.0
84,79099.0
114,4987.0
62,11693.1
271,4044.1
153,7659.7
87,6129.4
135,8604.5
125,15850.0
152,70997.1
381,6106.7
56,4512.1
46,11504.4
127,2949.0
405,6408.7
292,2916.3
426,6276.7
207,802270.0
449,6974.4
21,4987.4
404,3090.6
123,77857.4
415,6182.0
366,60731.4
129,6300.3
272,4291.1
376,6961.0
397,21247.5
75,1823.6
243,5287.1
47,3242.6
244,8708.6
167,500.4
69,2470.5
102,9602.8
19,4958.0
65,8941.6
161,3532.8
352,2876.7
290,2617.0
249,1778.5
365,749.6
191,2218.0
475,11444.5
81,6900.4
230,3562.5
338,394.1
112,329.7
28,5787.8
421,3458.1
115,2639.0
131,2268.1
4,3809.4
214,7799.7
448,963.4
183,2645.9
36,3781.8
92,4082.0
286,6976.5
412,1380.6
371,7128.9
495,3432.3
480,96705.4
441,887.0
248,1850.7
155,99883.1
362,3398.1
1,7709.6
432,9014.7
354,7801.7
394,3668.1
192,418.1
59,4600.4
332,1983.7
347,8323.6
370,2252.9
340,1058.9
231,1731.8
270,3678.0
2,20986.5
323,7346.5
375,1833.3
473,2896.9
317,3246.0
424,2494.6
77,5698.2
240,15971.3
218,74452.0
117,6318.3
327,6077.5
309,621.0
386,703.0
180,4929.7
284,3099.4
460,667.5
111,70676.3
208,4281.0
470,4423.1
269,78458.2
94,2706.8
88,78439.9
422,75998.0
363,2101.5
454,5434.0
471,8464.1
89,3528.6
118,4146.0
308,4350.9
238,7988.9
32,7017.9
197,1958.7
344,329.8
472,8016.1
23,4822.5
45,3803.5
466,21147.3
280,2698.8
463,745.9
31,4665.5
274,1415.0
228,3008.5
396,76432.0
40,70613.6
256,6739.0
262,3281.5
413,6000.6
97,8534.4
360,5798.8
64,5710.7
282,3302.9
100,6921.0
390,2426.9
350,7916.5
321,6611.9
220,11249.3
174,2985.0
484,7391.5
137,8567.0
91,4353.5
374,1877.6
499,631.9
456,7477.0
297,18687.7
268,1591.3
440,11069.8
159,2133.7
320,10714.5
171,4800.2
368,4498.6
419,8606.6
414,29913.5
239,5770.4
283,3310.0
181,3581.4
348,832.2
428,791.4
201,4714.9
24,1595.5
20,21120.7
246,6337.3
221,3210.1
427,583.0
49,1428.8
398,3054.0
41,7748.3
224,2833.8
400,51050.4
245,6450.8
234,10285.5
76,3705.8
261,3261.2
326,2755.4
168,8791.4
263,263.8
173,52110.0
384,30284.7
55,6192.8
95,7850.8
325,2978.9
458,2478.5
339,3900.8
51,1656.7
433,199.9
12,836.6
165,5943.5
500,6099.5
128,6289.1
210,1651.6
26,8771.0
437,4075.8
311,4870.9
372,2587.4
467,71086.2
383,3284.9
187,1279.7
122,6822.4
204,36400.0
359,5276.8
487,31470.0
329,4011.7
14,2307.0
190,71261.7
353,8084.6
431,3292.9
314,9170.8
478,4235.0
328,39179.9
179,4677.2
278,1741.9
294,3456.7
195,5553.3
273,3181.2
110,141.0
408,2798.4
96,3621.4
39,6808.9
33,72218.5
496,5959.4
53,6389.2
